序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4996,688270,臻镭科技,80.72,-3.77,-3.16,10898.0,89318529.0,4.79,84.24,80.22,83.0,83.88,0.73,1.76,304.39,4.21,8815431200.0,4995476827.0,0.0,-0.21,-25.6,-30.4
4997,688143,长盈通,44.16,-3.77,-1.73,17983.0,81991412.0,8.43,47.9,44.03,45.88,45.89,1.11,9.12,-122.9,3.35,4156965124.0,871102324.0,0.02,0.02,-16.65,-5.28
4998,300571,平治信息,33.41,-3.77,-1.31,80540.0,268367025.68,7.17,34.99,32.5,34.41,34.72,1.08,6.97,67.24,2.86,4661640303.0,3861904130.0,0.12,0.27,-9.95,19.32
4999,300458,全志科技,25.45,-3.78,-1.0,261466.0,668398368.15,4.57,26.4,25.19,26.26,26.45,0.8,5.15,-96.79,5.67,16051995482.0,12917191579.0,0.08,0.04,9.32,25.93
5000,688368,晶丰明源,136.99,-3.79,-5.39,6492.0,89293033.0,6.01,143.55,135.0,143.55,142.38,0.67,1.03,-35.9,5.78,8617188822.0,8617188822.0,0.01,0.42,-4.91,22.64
5001,688357,建龙微纳,105.98,-3.79,-4.18,9659.0,103142338.0,4.46,109.91,105.0,107.89,110.16,0.65,1.62,26.02,3.91,6300494785.0,6300494785.0,0.49,0.23,-6.09,-4.44
5002,688150,莱特光电,20.76,-3.8,-0.82,28133.0,58662379.0,6.3,21.91,20.55,21.68,21.58,0.62,1.91,88.8,4.89,8354604265.0,3060648689.0,0.0,-0.14,-17.46,7.29
5003,600809,山西汾酒,239.01,-3.8,-9.45,64805.0,1573064746.0,4.83,250.99,239.0,248.0,248.46,1.21,0.53,15.13,11.15,291583648700.0,291045589388.0,-0.21,-0.35,-16.6,-16.13
5004,605305,中际联合,36.41,-3.83,-1.45,21168.0,77906827.0,6.26,38.38,36.01,37.5,37.86,0.98,1.99,91.33,2.54,5527038000.0,3868926600.0,-0.03,0.0,-11.28,2.85
5005,688207,格灵深瞳,36.66,-3.83,-1.46,39688.0,145451949.0,6.51,38.31,35.83,38.18,38.12,1.0,3.16,-2071.3,2.87,6781396825.0,4602626890.0,0.22,0.11,-7.35,59.39
5006,000736,中交地产,12.75,-3.85,-0.51,191543.0,246964009.27,3.02,13.15,12.75,12.83,13.26,0.96,2.75,-10.98,2.87,8866779535.0,8866779535.0,-0.16,-0.23,-25.7,-28.81
5007,301338,凯格精机,47.23,-3.85,-1.89,12281.0,58454559.41,5.23,49.35,46.78,49.35,49.12,0.77,6.94,77.74,2.55,3589480000.0,835687478.0,0.0,0.32,-17.46,-7.32
5008,688682,霍莱沃,83.16,-3.86,-3.34,6999.0,58121269.0,5.77,86.75,81.76,85.13,86.5,1.17,2.26,257.75,6.63,4319976553.0,2573616553.0,-0.14,-0.31,-5.37,4.66
5009,603189,网达软件,14.44,-3.86,-0.58,64927.0,93812271.0,4.73,14.9,14.19,14.77,15.02,1.06,2.41,-69.25,2.27,3892278160.0,3892278160.0,0.14,0.28,-14.4,3.74
5010,000933,神火股份,15.67,-3.87,-0.63,450788.0,706016668.86,4.66,16.16,15.4,16.13,16.3,1.21,2.02,5.7,2.0,35272960163.0,34966983042.0,0.06,0.0,-14.18,4.75
5011,688228,开普云,45.51,-3.87,-1.83,22761.0,103040181.0,7.58,47.79,44.2,47.34,47.34,0.97,3.39,-133.26,2.39,3055242854.0,3055242854.0,0.02,0.04,-2.51,44.02
5012,688118,普元信息,23.62,-3.87,-0.95,13635.0,32305890.0,6.43,24.81,23.23,24.81,24.57,0.8,1.43,-25.72,2.65,2253348000.0,2253348000.0,-0.42,-0.25,8.85,33.52
5013,603379,三美股份,27.59,-3.87,-1.11,65088.0,181572117.0,4.43,28.75,27.48,28.45,28.7,0.88,1.07,210.83,2.94,16843116631.0,16843116631.0,0.0,0.11,-2.65,-3.06
5014,603516,淳中科技,21.11,-3.87,-0.85,81395.0,172951746.0,9.93,22.78,20.6,21.95,21.96,0.8,4.4,-81.15,4.16,3909315260.0,3909315260.0,0.05,0.0,14.11,61.15
5015,600601,*ST方科,2.73,-3.87,-0.11,276657.0,76456591.0,6.34,2.88,2.7,2.86,2.84,1.77,0.66,-138.68,3.32,11384900674.0,11384900674.0,0.0,0.0,7.06,3.8
5016,688261,东微半导,193.48,-3.88,-7.8,5975.0,117432908.0,4.6,202.06,192.8,202.06,201.28,0.77,1.55,45.82,4.49,13035979487.0,7468998021.0,-0.03,-0.03,-26.43,-18.36
5017,688060,云涌科技,53.8,-3.88,-2.17,4686.0,25325203.0,5.99,56.35,53.0,55.94,55.97,1.15,1.77,192.39,3.32,3236530958.0,1420780958.0,-0.15,-0.13,-14.6,-8.03
5018,688787,海天瑞声,148.59,-3.89,-6.01,21879.0,328647653.0,6.41,156.99,147.08,153.62,154.6,0.72,7.5,-116.77,7.8,6359652000.0,4334927067.0,-0.25,-0.11,27.76,148.94
5019,002987,京北方,33.36,-3.89,-1.35,156237.0,512426332.21,5.53,33.95,32.03,33.77,34.71,1.1,12.79,42.85,4.6,10505006187.0,4075974773.0,0.0,-0.06,8.14,25.46
5020,603929,亚翔集成,15.77,-3.9,-0.64,64969.0,102409135.0,4.27,16.28,15.58,16.17,16.41,1.09,3.05,25.78,2.93,3364687200.0,3364687200.0,-0.06,-0.06,-1.07,24.37
5021,688365,光云科技,15.48,-3.91,-0.63,100756.0,154280301.0,9.0,16.36,14.91,16.12,16.11,0.93,2.51,-95.61,6.42,6591766108.0,6207480000.0,0.98,0.0,37.72,95.95
5022,600259,广晟有色,36.57,-3.91,-1.49,61179.0,226362717.0,3.21,37.7,36.48,37.7,38.06,1.56,1.86,543.48,3.57,12303461229.0,12049439902.0,0.03,0.0,-24.0,-9.03
5023,300229,拓尔思,22.29,-3.92,-0.91,705964.0,1566072510.15,6.34,23.16,21.69,22.81,23.2,0.76,8.88,146.78,5.25,17727057588.0,17713422817.0,-0.04,-0.09,21.08,90.19
5024,688049,炬芯科技,32.02,-3.93,-1.31,26888.0,86616091.0,7.8,33.88,31.28,33.88,33.33,1.01,2.96,121.94,2.2,3906440000.0,2910150508.0,-0.06,-0.03,2.14,18.37
5025,300369,绿盟科技,12.19,-3.94,-0.5,310595.0,380233035.91,6.7,12.81,11.96,12.77,12.69,1.07,4.23,-13.41,2.79,9734743994.0,8954427219.0,0.16,0.0,-3.86,19.39
5026,603005,晶方科技,21.66,-3.95,-0.89,287755.0,627848657.0,4.04,22.44,21.53,22.25,22.55,0.8,4.41,123.82,3.52,14148579414.0,14126039152.0,0.05,-0.05,2.17,16.77
5027,688630,芯碁微装,72.3,-3.96,-2.98,14202.0,103392211.0,3.47,74.8,72.19,74.8,75.28,0.63,2.04,65.16,8.06,8733840000.0,5031538473.0,-0.07,-0.06,-25.72,-13.35
5028,688181,八亿时空,34.93,-3.96,-1.44,17039.0,60289752.0,4.1,36.39,34.9,36.01,36.37,1.15,1.77,45.58,1.68,3369802379.0,3369802379.0,0.03,-0.4,-15.32,-4.56
5029,002916,深南电路,79.0,-3.96,-3.26,74967.0,597769973.15,6.44,83.3,78.0,82.66,82.26,1.1,1.47,49.07,3.24,40517325265.0,40257648473.0,0.06,0.1,-1.64,9.49
5030,000402,金 融 街,4.84,-3.97,-0.2,313282.0,151238926.62,3.37,4.89,4.72,4.88,5.04,2.81,1.05,-17.13,0.38,14466420750.0,14461092534.0,0.21,0.21,-7.46,-7.81
5031,832110,雷特科技,14.25,-3.98,-0.59,2218.0,3208569.14,3.84,14.8,14.23,14.66,14.84,3.97,2.05,14.13,1.67,555750000.0,154284750.0,0.0,0.14,-15.73,-10.15
5032,300496,中科创达,81.13,-3.98,-3.36,103216.0,846755303.63,4.41,84.5,80.77,84.45,84.49,0.95,2.83,55.1,4.05,37115218049.0,29589277325.0,0.0,0.16,-27.52,-18.84
5033,001212,中旗新材,27.74,-3.98,-1.15,23045.0,64882060.26,6.09,29.19,27.43,28.64,28.89,1.22,4.2,45.43,2.28,3269741540.0,1520599308.0,0.0,-0.04,-6.32,8.23
5034,300170,汉得信息,10.34,-3.99,-0.43,459704.0,474498086.15,6.69,10.86,10.14,10.66,10.77,0.71,4.96,79.17,2.58,10013124144.0,9591512278.0,0.1,0.1,-1.34,27.03
5035,300353,东土科技,10.8,-4.0,-0.45,240252.0,260047700.9,5.96,11.29,10.62,11.03,11.25,1.11,5.47,-23.67,6.05,5757665555.0,4740409948.0,0.0,-0.09,-2.7,21.08
5036,301129,瑞纳智能,70.77,-4.0,-2.95,4158.0,29681124.0,5.4,73.88,69.9,72.89,73.72,1.28,1.72,194.5,3.17,5264580300.0,1714049400.0,1.11,0.67,-15.41,-1.39
5037,002837,英维克,38.15,-4.03,-1.6,235053.0,896003106.84,5.94,39.67,37.31,38.73,39.75,0.89,6.65,165.15,7.66,16579884325.0,13477055706.0,0.03,0.18,7.34,14.53
5038,002990,盛视科技,36.43,-4.03,-1.53,40764.0,148327539.46,7.43,38.2,35.38,37.68,37.96,0.94,6.29,33.43,4.32,9400460953.0,2359222283.0,0.05,0.08,0.72,32.81
5039,603773,沃格光电,21.19,-4.03,-0.89,42787.0,91866481.0,6.84,22.46,20.95,22.28,22.08,0.89,2.74,852.73,2.64,3627358531.0,3313739178.0,0.0,0.28,-0.47,8.5
5040,300964,本川智能,43.52,-4.04,-1.83,42057.0,184356035.61,5.47,45.37,42.89,45.08,45.35,0.54,12.78,114.62,3.33,3364021320.0,1432201160.0,0.07,0.09,45.12,62.45
5041,600325,华发股份,10.18,-4.05,-0.43,281368.0,288656407.0,3.96,10.52,10.1,10.48,10.61,1.3,1.33,9.98,1.28,21552700161.0,21552608541.0,0.39,0.39,13.24,17.15
5042,300383,光环新网,11.81,-4.06,-0.5,759930.0,896061525.96,6.42,12.36,11.57,12.18,12.31,0.65,4.24,30.58,1.73,21229571523.0,21184102055.0,0.08,0.08,24.84,44.73
5043,002149,西部材料,16.06,-4.06,-0.68,115122.0,187022725.94,4.6,16.73,15.96,16.73,16.74,1.38,2.36,55.77,2.76,7840721240.0,7839516740.0,0.06,0.06,-6.84,-2.31
5044,688550,瑞联新材,44.67,-4.08,-1.9,14729.0,66466860.0,4.75,46.65,44.44,46.25,46.57,1.28,2.02,78.15,1.48,4395469750.0,3253355588.0,0.02,0.04,-16.64,-4.16
5045,688053,思科瑞,51.88,-4.09,-2.21,8858.0,46338692.0,3.92,54.0,51.88,54.0,54.09,0.98,3.87,55.4,3.07,5188000000.0,1187617349.0,-0.12,-0.19,-26.42,-15.72
5046,688209,英集芯,17.29,-4.1,-0.74,45202.0,78868825.0,5.71,18.16,17.13,17.99,18.03,0.89,2.12,-121.07,4.1,7261800000.0,3689162320.0,-0.12,0.0,-28.58,-7.09
5047,603186,华正新材,26.15,-4.11,-1.12,63229.0,166852508.0,5.83,27.48,25.89,27.36,27.27,0.85,4.46,-119.06,2.29,3713605850.0,3710501322.0,0.38,0.42,-1.88,15.61
5048,603056,德邦股份,16.09,-4.11,-0.69,84458.0,135723279.0,5.6,16.74,15.8,16.74,16.78,2.05,0.88,56.87,2.36,16523745692.0,15446400000.0,0.0,-0.12,-23.78,-22.76
5049,301389,隆扬电子,17.01,-4.11,-0.73,42866.0,73136944.42,3.33,17.51,16.92,17.49,17.74,2.28,6.05,62.63,2.05,4822335000.0,1205583750.0,0.0,0.06,-15.75,-7.05
5050,688383,新益昌,119.84,-4.13,-5.16,10465.0,124911957.0,5.61,125.0,117.99,125.0,125.0,0.99,3.33,52.46,8.66,12239690624.0,3770433044.0,1.12,1.21,5.09,26.31
5051,605358,立昂微,44.19,-4.14,-1.91,150904.0,674661855.0,3.82,45.86,44.1,45.39,46.1,0.58,3.0,217.13,3.74,29909928984.0,22204221462.0,0.0,-0.07,-7.07,3.73
5052,600779,水井坊,62.83,-4.15,-2.72,84632.0,535103986.0,3.39,64.55,62.33,63.56,65.55,1.94,1.73,48.1,8.47,30683746636.0,30683746636.0,0.06,0.21,-21.76,-25.57
5053,430489,佳先股份,5.08,-4.15,-0.22,9220.0,4679784.27,5.66,5.3,5.0,5.28,5.3,6.19,1.1,15.87,1.31,693212736.0,427654222.0,-0.39,-0.2,-22.44,-16.58
5054,603378,亚士创能,9.46,-4.15,-0.41,59459.0,56539710.0,5.27,9.89,9.37,9.86,9.87,1.36,1.39,-63.89,2.39,4078736876.0,4054524233.0,0.0,-0.21,-23.71,-17.95
5055,301391,卡莱特,88.2,-4.16,-3.83,7658.0,68341972.83,4.61,91.8,87.56,91.12,92.03,0.9,5.07,51.29,2.98,5997600000.0,1332279346.0,0.17,0.23,-17.38,3.89
5056,600466,*ST蓝光,0.46,-4.17,-0.02,70532.0,3244472.0,0.0,0.46,0.46,0.46,0.48,0.03,0.23,-0.52,-0.06,1396068000.0,1396068000.0,0.0,0.0,-60.0,-60.68
5057,600280,中央商场,4.37,-4.17,-0.19,273593.0,121443924.0,5.48,4.6,4.35,4.51,4.56,0.74,2.42,-42.36,5.53,4930823024.0,4930823024.0,0.0,0.23,39.62,33.64
5058,688075,安旭生物,68.95,-4.17,-3.0,9998.0,69127677.0,4.48,71.22,68.0,70.75,71.95,1.64,4.46,30.78,1.14,6258828136.0,1546472310.0,-0.07,-0.19,-23.85,-18.21
5059,688609,九联科技,8.49,-4.18,-0.37,246618.0,211166308.0,7.56,9.01,8.34,8.74,8.86,0.85,7.5,121.21,3.37,4245000000.0,2791357652.0,0.12,0.0,10.84,28.83
5060,605499,东鹏饮料,171.01,-4.18,-7.46,13649.0,236075752.0,4.9,178.75,170.0,178.47,178.47,0.96,1.8,34.39,12.32,68405710100.0,12998470100.0,0.05,-0.13,-6.08,-3.87
5061,688107,安路科技,50.91,-4.21,-2.24,35935.0,183155314.0,4.63,52.66,50.2,51.19,53.15,0.87,1.89,-99.83,13.0,20369091000.0,9704742780.0,0.0,0.14,-25.45,-20.7
5062,300782,卓胜微,97.25,-4.22,-4.28,67689.0,666363281.18,4.0,101.29,97.23,100.94,101.53,0.98,1.6,111.41,5.91,51912302267.0,41066372898.0,-0.03,-0.06,-29.01,-14.92
5063,300364,中文在线,21.12,-4.22,-0.93,1157835.0,2439899636.9,7.89,22.1,20.36,21.6,22.05,0.74,17.81,-103.55,13.81,15416324732.0,13729083583.0,-0.05,0.62,78.68,112.9
5064,688200,华峰测控,255.0,-4.23,-11.25,8258.0,213643143.0,4.77,267.36,254.66,266.25,266.25,0.59,0.91,77.73,7.14,23223765705.0,23223765705.0,0.0,-0.04,-15.03,-7.77
5065,603051,鹿山新材,42.48,-4.24,-1.88,26272.0,111882362.0,5.28,43.56,41.22,42.15,44.36,1.22,5.37,-28.27,3.05,3964191120.0,2078933180.0,-0.09,0.14,-39.14,-29.09
5066,601007,金陵饭店,9.22,-4.26,-0.41,116905.0,107981093.0,4.88,9.57,9.1,9.48,9.63,0.83,3.0,90.45,2.28,3595800000.0,3595800000.0,0.0,0.11,-6.87,-25.16
5067,688222,成都先导,17.52,-4.26,-0.78,86329.0,152441678.0,5.79,18.26,17.2,17.92,18.3,0.86,2.15,-186.83,5.44,7019913600.0,7019913600.0,-0.06,0.46,9.5,29.97
5068,300778,新城市,19.99,-4.26,-0.89,75604.0,153129642.72,7.33,21.19,19.66,20.92,20.88,0.76,5.02,61.49,2.76,3031712306.0,3007845105.0,-0.25,-0.2,44.75,58.4
5069,605333,沪光股份,14.99,-4.28,-0.67,40333.0,61376037.0,5.24,15.77,14.95,15.66,15.66,1.13,4.1,-65.71,4.48,6547273454.0,1474207754.0,-0.13,-0.2,-38.72,-29.69
5070,301221,光庭信息,49.43,-4.28,-2.21,19549.0,96659137.64,4.76,50.97,48.51,50.97,51.64,0.78,4.51,179.25,2.24,4578320289.0,2141174139.0,0.04,0.06,9.8,27.04
5071,000799,酒鬼酒,107.0,-4.28,-4.79,102129.0,1098572610.38,5.57,111.5,105.27,109.08,111.79,1.82,3.14,28.95,7.81,34767400860.0,34767400860.0,-0.01,0.01,-26.07,-22.43
5072,688009,中国通号,6.24,-4.29,-0.28,1165637.0,733065829.0,4.6,6.49,6.19,6.46,6.52,1.16,1.35,24.37,1.53,66080470560.0,53795152320.0,-0.16,-0.16,28.4,30.27
5073,300260,新莱应材,68.34,-4.3,-3.07,62021.0,421607297.97,7.35,71.75,66.5,71.42,71.41,1.14,4.05,71.97,9.33,15483063040.0,10457502636.0,-0.01,-0.1,-2.64,1.85
5074,688051,佳华科技,33.81,-4.3,-1.52,13274.0,44573572.0,9.79,35.84,32.38,34.88,35.33,1.24,1.72,-22.32,2.62,2614662540.0,2614662540.0,0.03,0.57,-12.16,9.17
5075,601965,中国汽研,21.31,-4.31,-0.96,222378.0,471815259.0,7.63,22.22,20.52,22.22,22.27,2.12,2.28,37.63,3.51,21413306341.0,20824765056.0,-0.09,-0.19,6.87,9.96
5076,600600,青岛啤酒,111.76,-4.32,-5.04,90808.0,1030146755.0,5.68,117.63,111.0,116.8,116.8,1.46,1.3,26.26,5.64,152466656610.0,78262515509.0,0.0,-0.04,7.37,3.96
5077,688662,富信科技,38.1,-4.32,-1.72,50190.0,198994990.0,9.27,41.5,37.81,39.39,39.82,1.01,9.25,366.83,4.63,3361944000.0,2066164143.0,0.0,-0.03,26.58,43.88
5078,002440,闰土股份,7.07,-4.33,-0.32,174441.0,122896760.28,2.71,7.16,6.96,7.06,7.39,3.43,1.81,220.3,0.84,8134035000.0,6807551624.0,-0.14,0.0,-6.11,-2.48
5079,300604,长川科技,46.11,-4.34,-2.09,132534.0,612452444.83,5.1,47.91,45.45,47.48,48.2,0.66,2.93,-122.45,12.35,28032287788.0,20825297001.0,-0.02,0.07,2.58,3.43
5080,300054,鼎龙股份,25.37,-4.34,-1.15,138255.0,355144180.0,5.43,26.69,25.25,26.38,26.52,0.6,1.87,173.1,5.61,24048797504.0,18714184356.0,0.0,-0.08,8.98,19.16
5081,688039,当虹科技,54.02,-4.34,-2.45,23290.0,125732396.0,7.23,56.76,52.68,56.08,56.47,0.7,2.9,-57.39,3.22,4338697330.0,4338697330.0,0.11,0.17,16.9,43.44
5082,000547,航天发展,9.7,-4.34,-0.44,370610.0,356550772.69,3.55,9.74,9.38,9.64,10.14,1.63,2.33,-33.63,1.76,15505142209.0,15407001751.0,0.0,0.1,-9.01,3.3
5083,601339,百隆东方,5.95,-4.34,-0.27,223797.0,130951221.0,4.02,5.97,5.72,5.92,6.22,3.48,1.49,26.52,0.89,8925000000.0,8925000000.0,-0.17,0.0,5.5,4.39
5084,603993,洛阳钼业,5.7,-4.36,-0.26,2806011.0,1615064786.0,3.69,5.88,5.66,5.88,5.96,1.59,1.6,97.06,2.47,123115671323.0,100124903928.0,0.0,0.0,-3.23,25.27
5085,688268,华特气体,81.28,-4.37,-3.71,25493.0,211340895.0,4.68,85.19,81.21,83.02,84.99,0.65,2.12,61.09,6.17,9778868326.0,9778868326.0,-0.32,-0.67,-3.0,9.47
5086,000524,岭南控股,10.73,-4.37,-0.49,100367.0,108308811.6,5.08,11.2,10.63,11.14,11.22,1.0,1.5,206.45,3.52,7191338246.0,7189975793.0,0.0,-0.09,-2.72,-10.51
5087,603868,飞科电器,74.2,-4.37,-3.39,10262.0,76529006.0,5.36,77.48,73.32,77.36,77.59,1.27,0.24,25.23,8.62,32321520000.0,32321520000.0,0.16,0.23,8.29,10.2
5088,600353,旭光电子,11.99,-4.39,-0.55,112155.0,135846707.0,5.82,12.61,11.88,12.49,12.54,0.82,1.94,97.37,4.24,7098175572.0,6924483744.0,-0.17,0.0,-16.62,-16.62
5089,603171,税友股份,42.03,-4.39,-1.93,16666.0,71393226.0,6.03,44.67,42.02,43.77,43.96,0.71,1.84,133.25,6.87,17059556700.0,3803474168.0,0.0,-0.24,1.16,15.47
5090,002470,ST金正,1.74,-4.4,-0.08,334844.0,58802323.0,2.2,1.78,1.74,1.78,1.82,0.98,1.06,-35.51,1.94,5717688271.0,5506605422.0,-0.57,-0.57,-17.14,-15.94
5091,688308,欧科亿,53.2,-4.4,-2.45,22824.0,122454004.0,6.18,56.04,52.6,55.5,55.65,1.08,3.46,25.26,2.37,5991187479.0,3504326560.0,-0.06,-0.11,-33.98,-29.54
5092,301216,万凯新材,25.59,-4.41,-1.18,46949.0,120538288.43,4.45,26.5,25.31,26.47,26.77,1.79,2.52,10.77,1.56,8787488286.0,4775360085.0,0.2,0.2,-15.15,-10.77
5093,605098,行动教育,33.77,-4.42,-1.56,16883.0,57385686.0,5.52,35.45,33.5,34.43,35.33,1.23,3.84,55.86,3.68,3987514322.0,1484390675.0,0.0,0.63,-3.54,15.33
5094,301208,中亦科技,55.12,-4.42,-2.55,12107.0,67229327.9,5.95,57.98,54.55,57.26,57.67,0.83,7.26,34.72,2.65,3674668504.0,918668504.0,0.09,-0.07,-8.59,8.23
5095,688325,赛微微电,40.6,-4.43,-1.88,5155.0,21134684.0,5.04,42.55,40.41,42.48,42.48,0.85,1.67,-520.41,2.01,3315617798.0,1249703322.0,0.05,0.02,-17.29,-0.34
5096,002339,积成电子,7.31,-4.44,-0.34,199459.0,147405382.5,4.71,7.63,7.27,7.54,7.65,1.77,4.17,-12.73,2.19,3684914523.0,3494791145.0,-0.14,0.27,-4.44,5.48
5097,301211,亨迪药业,31.75,-4.45,-1.48,119851.0,380669147.49,3.97,32.55,31.23,32.26,33.23,0.59,20.06,47.72,3.29,7620000000.0,1897072628.0,-0.09,-0.25,7.45,-8.37
5098,688323,瑞华泰,21.23,-4.46,-0.99,15470.0,33167020.0,4.1,22.02,21.11,22.0,22.22,1.04,1.58,-125.64,4.24,3821402038.0,2074892353.0,0.0,0.24,-18.85,-10.72
5099,300153,科泰电源,9.86,-4.46,-0.46,386518.0,377705249.04,4.65,10.0,9.52,9.65,10.32,0.79,12.18,102.86,3.92,3155200000.0,3129302611.0,-0.1,0.0,28.39,46.29
5100,600515,海南机场,4.5,-4.46,-0.21,890219.0,404560857.0,4.46,4.69,4.48,4.69,4.71,1.59,0.97,55.27,2.27,51413893209.0,41292056286.0,0.0,0.22,-0.88,-10.36
5101,688435,英方软件,102.25,-4.47,-4.78,3435.0,35499626.0,6.98,108.47,101.0,107.03,107.03,0.86,1.95,-576.35,7.61,8537875000.0,1801390193.0,-0.07,0.01,-13.92,164.49
5102,600507,方大特钢,5.1,-4.49,-0.24,319121.0,163535597.0,4.49,5.31,5.07,5.31,5.34,2.64,1.48,27.65,1.39,11892206637.0,10995346137.0,0.2,0.2,-16.67,-15.28
5103,600122,*ST宏图,0.85,-4.49,-0.04,72812.0,6189020.0,0.0,0.85,0.85,0.85,0.89,50.05,0.63,0.1,-0.36,984519598.0,984519598.0,0.0,0.0,-34.62,-44.08
5104,002902,铭普光磁,15.67,-4.51,-0.74,137041.0,217503059.81,7.5,16.63,15.4,16.49,16.41,0.77,9.17,146.01,3.02,3314518400.0,2342495811.0,-0.06,1.03,0.71,24.66
5105,688332,中科蓝讯,69.0,-4.51,-3.26,15247.0,105727755.0,7.1,72.69,67.56,72.02,72.26,0.67,5.24,41.89,2.3,8280000000.0,2007900000.0,0.32,0.1,13.52,34.71
5106,688120,华海清科,365.69,-4.52,-17.3,10413.0,381128672.0,6.4,382.5,358.0,382.0,382.99,0.67,4.04,50.3,7.82,39006945523.0,9418465165.0,0.0,0.19,48.5,62.85
5107,002928,华夏航空,10.34,-4.52,-0.49,83166.0,87241623.67,4.34,10.79,10.32,10.58,10.83,1.8,0.82,-11.98,3.5,13217017627.0,10480288663.0,-0.19,-0.19,-15.66,-25.23
5108,601872,招商轮船,6.33,-4.52,-0.3,621305.0,396288116.0,4.98,6.63,6.3,6.6,6.63,1.85,0.76,11.47,1.52,51439162608.0,51439162608.0,-0.16,0.16,-6.77,13.24
5109,001269,欧晶科技,91.89,-4.54,-4.37,39448.0,368016591.87,5.16,96.3,91.33,95.66,96.26,0.86,11.48,18.34,9.61,12628040773.0,3157010239.0,-0.07,-0.12,-19.48,-7.41
5110,688387,信科移动-U,7.55,-4.55,-0.36,489399.0,372388972.0,5.44,7.91,7.48,7.84,7.91,0.74,10.12,172.66,3.71,25811562500.0,3650838476.0,-0.13,-0.13,42.99,50.4
5111,688061,灿瑞科技,66.48,-4.55,-3.17,12053.0,80910856.0,5.79,69.68,65.65,69.68,69.65,1.36,6.6,-940.95,1.99,5126071632.0,1214661664.0,0.11,0.3,-32.92,-28.78
5112,688981,中芯国际,58.76,-4.58,-2.82,592898.0,3522978239.0,4.79,60.95,58.0,60.5,61.58,0.73,3.03,38.37,3.49,465606091398.0,115016983827.0,-0.03,-0.19,35.61,42.83
5113,688439,振华风光,109.73,-4.58,-5.27,10728.0,120165038.0,6.78,117.27,109.47,115.47,115.0,0.79,2.39,42.61,5.11,21946000000.0,4915235415.0,-0.05,-0.36,-9.81,-7.7
5114,601138,工业富联,15.38,-4.59,-0.74,2110000.0,3249895420.0,5.4,16.0,15.13,15.98,16.12,0.97,1.07,24.41,2.31,305491307905.0,304505500998.0,0.07,0.07,64.32,67.54
5115,002281,光迅科技,22.85,-4.59,-1.1,268242.0,617281415.97,6.05,24.05,22.6,23.69,23.95,0.68,3.98,43.78,2.3,17891050773.0,15409435549.0,-0.04,-0.13,21.03,45.36
5116,300679,电连技术,29.48,-4.6,-1.42,58069.0,173329217.92,6.8,31.2,29.1,30.8,30.9,0.84,1.63,66.24,2.99,12445188360.0,10492280395.0,-0.03,0.0,-30.72,-20.32
5117,300963,中洲特材,19.9,-4.6,-0.96,68355.0,137823740.26,4.75,20.79,19.8,20.57,20.86,0.65,10.17,36.92,3.28,3104400000.0,1337511338.0,-0.1,-0.5,14.17,31.09
5118,688035,德邦科技,57.0,-4.6,-2.75,14965.0,86064580.0,4.94,59.4,56.45,58.75,59.75,0.57,4.86,84.26,3.64,8107680000.0,1755401868.0,0.04,0.26,-14.03,10.44
5119,688292,浩瀚深度,36.68,-4.6,-1.77,59209.0,225942446.0,11.44,40.95,36.55,38.8,38.45,1.07,16.39,-836.5,5.85,5764139746.0,1325366950.0,0.03,-0.27,89.66,138.96
5120,300203,聚光科技,22.99,-4.61,-1.11,110373.0,256754975.91,6.93,24.39,22.72,23.87,24.1,0.9,2.44,-29.78,3.31,10403375026.0,10397340151.0,-0.09,-0.13,-35.51,-32.18
5121,301013,利和兴,12.82,-4.61,-0.62,144143.0,186524330.5,4.09,13.33,12.78,13.14,13.44,0.76,8.68,188.58,3.41,2996585978.0,2129302504.0,0.08,-0.39,8.28,45.52
5122,002937,兴瑞科技,21.69,-4.62,-1.05,86941.0,189836168.56,5.8,22.55,21.23,22.55,22.74,1.02,3.0,31.18,4.94,6460431570.0,6280422399.0,0.05,0.14,-25.28,-4.24
5123,300075,数字政通,24.36,-4.62,-1.18,502192.0,1229124243.95,8.18,25.7,23.61,25.32,25.54,0.71,12.05,61.89,3.2,12436595207.0,10149065729.0,-0.12,-0.16,18.48,38.96
5124,300049,福瑞股份,28.26,-4.62,-1.37,60440.0,172077872.33,6.04,29.64,27.85,29.5,29.63,1.27,2.62,142.94,4.75,7433880606.0,6519561766.0,0.04,0.28,-1.53,15.68
5125,688233,神工股份,38.1,-4.63,-1.85,27382.0,105908187.0,6.01,40.4,38.0,39.94,39.95,0.47,1.71,-126.12,3.94,6096000000.0,6096000000.0,0.0,-0.08,-15.73,-6.39
5126,301051,信濠光电,73.9,-4.65,-3.6,19420.0,144594695.56,8.48,78.28,71.71,77.89,77.5,1.34,4.62,-153.56,2.29,5912000000.0,3107014650.0,0.14,0.41,15.11,55.81
5127,688004,博汇科技,34.32,-4.69,-1.69,45089.0,159217726.0,12.97,38.4,33.73,36.97,36.01,1.43,11.32,-189.58,2.74,1949376000.0,1367422742.0,0.06,0.44,24.12,65.64
